Message,Category
Your package is waiting. Pay delivery fees at https://netflix-support.com,Spam
Earn money fast! Start today: https://get-rich-fast.biz,Spam
Visit our store: https://www.myntra.com for more details,Promotional
Earn money fast! Start today: https://fakewebsite.com,Spam
Introducing our new range. Learn more: https://merchant-site.com/receipt,Promotional
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional
You're selected! Redeem your reward at https://confirm-payee.click,Spam
Exclusive deals available here: https://flipkart.com/deals,Promotional
Track your shipment here: https://flipkart.com/deals,Transactional
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Your dream vacation awaits! Book at https://amazon.in/sale,Promotional
Your transaction ID is TXN339858. Please keep it for your records.,Transactional
Your transaction ID is TXN746598. Please keep it for your records.,Transactional
"Login successful from new device. If not you, visit https://www.myntra.com",Transactional
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Your package with tracking ID 438654 has been shipped.,Transactional
Introducing our new range. Learn more: https://cleartrip.com,Promotional
Check out our latest deals at https://cleartrip.com,Promotional
Final notice. Update your info: https://verify-now.online,Spam
Exclusive deals available here: https://cleartrip.com,Promotional
You've won a prize! Claim now: https://login-now-security.xyz,Spam
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional
You've won a prize! Claim now: https://netflix-support.com,Spam
Find your perfect gift at https://amazon.in/sale,Promotional
You're selected! Redeem your reward at https://secure-update.cards,Spam
Invoice for your order is available here: https://www.officialstore.com,Transactional
Check out our latest deals at https://trip.com,Promotional
Check out our latest deals at https://flipkart.com/deals,Promotional
Check out our latest deals at https://merchant-site.com/receipt,Promotional
Visit our store: https://amazon.in/sale for more details,Promotional
Reset your password now at https://login-now-security.xyz,Spam
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Thanks for your purchase. View invoice: https://trip.com,Transactional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam
Your dream vacation awaits! Book at https://www.airtel.in/recharge,Promotional
Invoice for your order is available here: https://trip.com,Transactional
Track your shipment here: https://trip.com,Transactional
Your booking is confirmed. View details: https://www.officialstore.com,Transactional
Reset your password now at https://winfreecash.com,Spam
Your payment of ₹8928 was successful.,Transactional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam
Visit our store: https://secure.bankportal.in/login for more details,Promotional
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam
Your dream vacation awaits! Book at https://www.officialstore.com,Promotional
Visit our store: https://amazon.in/sale for more details,Promotional
Thanks for your purchase. View invoice: https://amazon.in/sale,Transactional
Track your shipment here: https://trip.com,Transactional
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
"Login successful from new device. If not you, visit https://merchant-site.com/receipt",Transactional
Visit our store: https://merchant-site.com/receipt for more details,Promotional
Your OTP is 774720. Do not share it with anyone.,Transactional
Click here to win an iPhone: https://winfreecash.com,Spam
Exclusive deals available here: https://bluedart.com/track,Promotional
Find your perfect gift at https://bluedart.com/track,Promotional
Enjoy 30% off on all products. Shop now at https://merchant-site.com/receipt,Promotional
Click here to win an iPhone: https://get-rich-fast.biz,Spam
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
Get free recharge. Click here: https://confirm-payee.click,Spam
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
You've won a prize! Claim now: https://get-rich-fast.biz,Spam
Visit our store: https://flipkart.com/deals for more details,Promotional
You're selected! Redeem your reward at https://netflix-support.com,Spam
Invoice for your order is available here: https://secure.bankportal.in/login,Transactional
Your dream vacation awaits! Book at https://trip.com,Promotional
Your OTP is 428323. Do not share it with anyone.,Transactional
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional
Urgent: Your account will be blocked. Verify at https://winfreecash.com,Spam
Confirm your payment details: https://netflix-support.com,Spam
Get free recharge. Click here: https://get-rich-fast.biz,Spam
Your booking is confirmed. View details: https://bluedart.com/track,Transactional
Invoice for your order is available here: https://trip.com,Transactional
"Login successful from new device. If not you, visit https://cleartrip.com",Transactional
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
"Login successful from new device. If not you, visit https://bluedart.com/track",Transactional
Visit our store: https://secure.bankportal.in/login for more details,Promotional
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Your package with tracking ID 943283 has been shipped.,Transactional
Get free recharge. Click here: https://verify-now.online,Spam
Your transaction ID is TXN848977. Please keep it for your records.,Transactional
Thanks for your purchase. View invoice: https://www.officialstore.com,Transactional
Invoice for your order is available here: https://amazon.in/sale,Transactional
Upgrade your plan today: https://secure.bankportal.in/login,Promotional
Earn money fast! Start today: https://get-rich-fast.biz,Spam
Get free recharge. Click here: https://iphone14winner.com,Spam
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional
Invoice for your order is available here: https://cleartrip.com,Transactional
Limited time offer! Visit https://merchant-site.com/receipt to grab your discount,Promotional
Upgrade your plan today: https://bluedart.com/track,Promotional
Confirm your payment details: https://verify-now.online,Spam
Check out our latest deals at https://amazon.in/sale,Promotional
Your booking is confirmed. View details: https://cleartrip.com,Transactional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Your booking is confirmed. View details: https://trip.com,Transactional
Invoice for your order is available here: https://cleartrip.com,Transactional
Invoice for your order is available here: https://www.myntra.com,Transactional
Don't miss out! Sale ends soon at https://cleartrip.com,Promotional
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional
Invoice for your order is available here: https://www.officialstore.com,Transactional
Enjoy 30% off on all products. Shop now at https://bluedart.com/track,Promotional
Find your perfect gift at https://bluedart.com/track,Promotional
Reset your password now at https://urgentupdate.co,Spam
Track your shipment here: https://www.officialstore.com,Transactional
Your dream vacation awaits! Book at https://www.airtel.in/recharge,Promotional
Your booking is confirmed. View details: https://bluedart.com/track,Transactional
Earn money fast! Start today: https://urgentupdate.co,Spam
Visit our store: https://www.myntra.com for more details,Promotional
Your booking is confirmed. View details: https://merchant-site.com/receipt,Transactional
Confirm your payment details: https://fakewebsite.com,Spam
Your dream vacation awaits! Book at https://www.myntra.com,Promotional
Invoice for your order is available here: https://secure.bankportal.in/login,Transactional
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam
Introducing our new range. Learn more: https://cleartrip.com,Promotional
You've won a prize! Claim now: https://urgentupdate.co,Spam
Visit our store: https://merchant-site.com/receipt for more details,Promotional
